user_info_user_id,comment_type,user_info_nickname,content,create_time,like_count,sub_comment_count,ip_location,pictures
6390acc7000000001f01f24a,主评论,饭祷爱,开订阅吗[笑哭R]不开就差评，开了好评[doge][害羞R],"7/29/2026, 7:31:03 PM",0,0,广东,
61b8a7420000000021026924,主评论,momo,请问kimi是根据需求路由不同的kimi ppt skill，还是一套skill打天下的呀。,"7/29/2026, 1:04:41 PM",0,0,上海,
5d3f685d0000000011022872,主评论,Friday,gif是kimi画的还是我先做好,"7/27/2026, 6:00:01 PM",0,1,四川,
657fb438000000001902dbcf,子评论,Kimi智能助手,kimi做的[皱眉R],"7/27/2026, 6:22:59 PM",0,0,北京,,回复 Friday
615288bd0000000002021544,主评论,misa,分享一下prompt和skill可以吗，学习一下~,"7/28/2026, 11:58:20 AM",1,0,湖南,
573fcf7282ec394423820899,主评论,天亮了然后梦醒了,我有初版的PPT，里面有文字加图片，kimi能帮我提升这份ppt么,"8/7/2026, 3:48:02 PM",0,0,上海,
654260050000000004008e39,主评论,Knowe,是有内置的skill吗？,"7/28/2026, 1:10:31 PM",0,0,中国香港,
68060bcb000000000d008f91,主评论,合鸟子,ok computer做ppt很厉害就是贵,"7/28/2026, 2:21:30 PM",0,0,北京,
65ddf502000000000500cd60,主评论,小Jerry,可以做个ppt的插件吗，直接集成在ppt中，类似gpt那种的。,"7/28/2026, 12:28:20 PM",1,0,云南,
5e197b860000000001000d29,主评论,🇭 🇦 🇳,我也想体验有多厉害，但是做了一个 40 页的 PPT，直接把我一个月额度用完了[失望R],"7/27/2026, 8:32:04 PM",1,0,上海,
59d8205551783a531af2a46f,主评论,fang慌慌🌸,你这个 p1 和 p2 做的 ppt 里面的 gif 是真好看，想求一下视频教程，出来了麻烦踢踢我[皱眉R],"7/28/2026, 1:03:04 PM",0,0,浙江,
65c8f0f0000000000b03b789,主评论,BruceStyle,请问下，是用的kimi cli 、kimi work ，还是其他平台接入kimi，我需要具体的how,"7/27/2026, 7:43:09 PM",0,0,美国,
60b8cf320000000001008595,主评论,小红薯60B9293C,是只要开 Kimi3 会员就可以使用这个功能，还是需要买单独的 PPT 会员呢,"7/29/2026, 2:27:54 PM",0,0,北京,
649d9994000000002b00b453,主评论,AI二重同学,[doge]我做了个改ppt的工具昨天发布，感觉大赛可以用上啊[派对R],"7/28/2026, 1:07:55 PM",0,0,上海,
5cfd13bf000000001702eb84,主评论,、彭摆🐠。,能不能像codex一样 给点重置福利[哭惹R],"7/27/2026, 4:55:00 PM",1,0,四川,
684e7d7a000000001e03fb9f,主评论,能量爆鹏,Kimi牛逼[派对R],"7/27/2026, 4:08:23 PM",1,0,江苏,
5e4e95b9000000000100bcbe,主评论,塞猪达,@林狍克 [猪头R]让我试试咸淡,"7/27/2026, 4:48:00 PM",0,2,美国,
56cfa75850c4b455ae70119e,子评论,林狍克,早用好几天了[吧唧R],"7/27/2026, 7:17:13 PM",0,0,广东,,回复 塞猪达
5a83c88411be100270160a30,主评论,娜姐在路上,kimi现在都没有办法注册新会员，说啥呢,"7/31/2026, 8:18:08 AM",1,0,北京,
5b651a4ea6c3530001e59cb5,主评论,一言不荷包蛋,@云吃吃 kimi啊,"9/3/2026, 8:07:45 AM",0,1,日本,
68a8047f0000000019012bc3,子评论,云吃吃,我要去试试[捂脸R],"9/3/2026, 11:07:46 AM",0,0,山西,,回复 一言不荷包蛋
62d3ca8d000000000e00c33e,主评论,安妮喂,@OrangeSoda🍊 我靠,"7/28/2026, 11:34:42 AM",0,0,北京,
6467b1210000000010027a51,主评论,AI拯救打工人（幻觉版）,[斜眼R]来个教程，马上烧起来,"7/28/2026, 11:34:20 AM",0,0,广东,
5a795421e8ac2b31a07d11e4,主评论,钟离踏薇,能美化吗,"7/28/2026, 11:24:00 AM",0,0,上海,
5b6c37fc6b22dd0001daece8,主评论,cl,Kimi可以搞一个重置大赛吗，这个月先定了个半个月就重置的目标，下个月给自己定一个每周重置的目标,"7/28/2026, 10:40:01 AM",0,0,四川,
62f8a517000000001f016f1c,主评论,cc.📷,可以代理你家PPT服务吗？我想做PPT代理商,"7/28/2026, 10:12:05 AM",0,0,广东,
60f64b62000000000100937d,主评论,Silver 3,优秀prompt和优秀ppt建议经由作者授权后脱敏、开源，供学习[doge],"7/28/2026, 8:48:35 AM",0,0,广东,
5be71bc4f7e8b942f63fdabd,主评论,追光鹿鹿,他这种买会员一个月的话，他可以做几次成稿？,"7/28/2026, 7:53:22 AM",0,0,福建,
62caa1b60000000019020c84,主评论,爱修仙的圆,kimi在PPT中真的是王者,"7/27/2026, 9:01:48 PM",0,0,云南,
5bef756adb2e602b73b9d730,主评论,老陈聊AI（烧Token版）,这么牛的吗[捂脸R],"7/27/2026, 8:15:23 PM",0,0,北京,
5b3cd4a84eacab0e29b8fcc3,主评论,慕旸犬,ppt模式一直无法上传图片[失望R]反馈客服也没啥用,"7/27/2026, 8:00:26 PM",0,0,浙江,
59e4f7ad4eacab110332ce88,主评论,渡渡,求教程！,"7/27/2026, 7:27:53 PM",0,0,四川,
59b4c40c50c4b41366412779,主评论,momo,能不能给一些官方的提示词或者 skill 呢,"7/27/2026, 7:22:01 PM",0,0,河南,
5f1ed753000000000101ffd8,主评论,布理不理左卫门,不能做PPT里的动画吗？渲染成GIF就没法修改了吧,"7/27/2026, 7:04:26 PM",0,0,湖南,
56bfd6c84775a7063ce09d72,主评论,菜鸟Herbert,kimi怎么做ppt呀 落后好多,"7/27/2026, 7:04:10 PM",0,0,上海,
5ef391ad0000000001004434,主评论,阿巴阿巴的loopy同学,求组织ppt大赛,"7/27/2026, 6:33:55 PM",0,0,广东,
6182993b000000001000b462,主评论,Ettetoile,什么时候能开放订阅,"7/27/2026, 6:25:34 PM",0,0,上海,
5d40364b000000001001351d,主评论,祝伟,生了一下ppt 很差,"7/27/2026, 6:18:25 PM",0,0,浙江,
568a31461c07df6589a0cbd1,主评论,燃少,提示词？,"7/27/2026, 6:06:20 PM",0,0,广东,
5f6bec9a000000000101cb90,主评论,ayase,能不能给点重置福利,"7/27/2026, 5:45:40 PM",0,0,浙江,
64830e9e000000002b009029,主评论,momo,为啥我额度只用了8%，但是对话界面显示额度已经用尽啊？,"7/27/2026, 5:39:40 PM",0,0,河北,
6551d4e300000000020100d7,主评论,ALRO,厉害,"7/27/2026, 5:24:51 PM",0,0,重庆,
63ff45c2000000001f03222a,主评论,西西弗,[石化R]但是死活导不出来字体,"7/27/2026, 5:11:04 PM",0,0,湖北,
5fb91d1c00000000010047cf,主评论,小红薯69BD53B0,收之前订阅过的老号，闲置的，退坑的可以滴我,"7/27/2026, 5:00:43 PM",0,0,山东,
67cbe17d000000000e01e5bf,主评论,小红薯67CD60DA,实至名归！,"7/27/2026, 4:59:43 PM",0,0,广东,
61ad985e000000001000473c,主评论,青竹小生,什么时候开启订阅？,"7/27/2026, 4:34:59 PM",0,0,广东,
640184be000000001f0339c7,主评论,摸摸鱼,支持 PPT 大赛，要是获奖选手可以出来做一些技巧分享就更好了[萌萌哒R],"7/27/2026, 4:28:54 PM",0,0,浙江,
602d074800000000010062c9,主评论,momo,kimi好棒啊,"7/27/2026, 4:23:01 PM",0,0,浙江,
5b2b7efc4eacab1a9de0cee9,主评论,不远,什么时候上线新的会员订购啊[捂脸R],"7/27/2026, 4:22:52 PM",0,0,北京,
6104007f000000000100a94f,主评论,DIP,@_SeViEi_ 绝了,"7/27/2026, 4:12:07 PM",1,0,北京,
666bfc4f0000000003032ccb,主评论,星与月*（校园大使版）,真的好用，模板也很高级，但是没有钱钱[哭惹R],"8/24/2026, 7:32:53 PM",0,0,广东,
620e908f000000001000d5fd,主评论,小鳄鱼爱洗澡～,@小虞虞虞虞虞,"8/4/2026, 7:08:52 AM",0,3,上海,
5d09e272000000001001fa10,子评论,小虞虞虞虞虞,是app还是网页？要不要收费？林秘书！快帮我查！,"8/4/2026, 9:08:25 AM",1,0,上海,,回复 小鳄鱼爱洗澡～
54ea0b86d39ea222585062c7,主评论,w._,@没有胖嘟嘟,"7/29/2026, 1:10:39 AM",0,0,上海,
5cffa9020000000011021e3e,主评论,哈皮是小狗,@咩总 @Halley @WhaleYI @sapphire,"7/28/2026, 3:05:57 PM",1,3,北京,
5ff46be400000000010065fd,子评论,Halley,开始卷了,"7/28/2026, 3:52:38 PM",0,0,北京,,回复 哈皮是小狗
5d3c096a0000000011006ec5,主评论,派帕,@快乐的四叶草🍀 @神策将军美貌盖世无双 @萨摩抹茶椰耶 @千壹,"7/28/2026, 1:48:10 AM",0,1,北京,
64579c15000000000c01a1c3,子评论,千壹,不愧是咱俩后半夜筛选出来的优胜者[捂脸R],"7/28/2026, 7:45:43 AM",0,0,北京,,回复 派帕
66f380fd000000000b033f38,主评论,啊哈哈哈哈哈,不太信，之前用过kimi的ppt做的很差，甚至比豆包差得远,"7/28/2026, 1:40:02 AM",0,0,广东,
5c3963c1000000000703f34c,主评论,小新Irene,@水星领航员,"7/27/2026, 10:15:56 PM",0,0,加拿大,
5c1cda6d000000000702eb08,主评论,Byron,gpt还能排第四真是烂完了 每次画的片子都overflow.. sonnet5画的都比他好一百倍,"7/27/2026, 9:57:39 PM",0,0,上海,
5d44d419000000001001bd89,主评论,光之旋律,python pptx底层还是xml，为什么不直接xml？,"7/27/2026, 8:21:07 PM",0,0,美国,
634de992000000001901d745,主评论,地道桃酥两块五,这里的第一是咋评出来的,"7/27/2026, 5:14:00 PM",0,0,广东,
